label,youtube_id,time_start,time_end,split
capoeira,VQZoz7Lm6yM,106,116,train
playing xylophone,VQfgkDvk8r0,10,20,train
capoeira,VQmZi3n8RK0,16,26,train
capoeira,VQnUz9knxIk,0,10,train
shaking head,VQo609WRswE,30,40,train
scuba diving,VR-Q9dfRFkk,102,112,train
tobogganing,VR-WEBG1gic,73,83,train
motorcycling,VR-pZxzQevU,237,247,train
situp,VR2NcVdbiaU,10,20,train
riding unicycle,VR6T7HgWhNA,7,17,train
playing keyboard,VRC5nQods20,19,29,train
juggling fire,VRGO-CPqHlE,34,44,train
scuba diving,VRHBIC2-kio,257,267,train
playing piano,VRHJ7cT_cyU,6,16,train
capoeira,VRS3dpgLkXg,49,59,train
stretching arm,VRUGSAhxENs,0,10,train
country line dancing,VRe5FhAO9d4,51,61,train
hugging,VRk2lB5p5vA,144,154,train
busking,VRsm0pR2st8,60,70,train
salsa dancing,VRtZpMMgov4,119,129,train
mowing lawn,VRuP5EMHXb4,74,84,train
exercising arm,VRwfGq4WnxE,1,11,train
dying hair,VRyG7LrN3F0,483,493,train
riding mechanical bull,VS2NLhAJtm0,8,18,train
busking,VS4ZbUlxwbM,3,13,train
playing trumpet,VSDzCId1orM,20,30,train
picking fruit,VSLH-VuyQ_8,37,47,train
surfing water,VSLMzJlNb94,160,170,train
skiing (not slalom or crosscountry),VSRWy2RrjUk,189,199,train
ski jumping,VSVWTKKLSmo,2,12,train
shoveling snow,VSeBb4e9ysU,89,99,train
playing trumpet,VSxw9pUqe98,195,205,train
smoking hookah,VSyENx8_OYg,269,279,train
motorcycling,VSzLwoPlQ_8,121,131,train
shot put,VT6fVEyd7dU,0,10,train
playing badminton,VTBGGTC-Oj8,0,10,train
shot put,VTJAE3QT50A,80,90,train
dining,VTK98MqDqf4,53,63,train
watering plants,VTOd8CaVLv0,9,19,train
catching or throwing softball,VTP--Z_vhSQ,1,11,train
trapezing,VTQYgh_nSGQ,3,13,train
getting a haircut,VTXNu6KV8j0,110,120,train
slacklining,VTbFBbTzJPk,239,249,train
slacklining,VTdSWSobbRo,20,30,train
juggling balls,VTeQoRcY-e0,6,16,train
playing tennis,VTgNknSfMow,250,260,train
crossing river,VTi3Df-MuCw,43,53,train
swimming breast stroke,VTiP79f5eJU,4,14,train
dying hair,VTicURQXuTw,169,179,train
playing squash or racquetball,VTpJBIBSIgA,71,81,train
juggling fire,VTsd7jIZReE,7,17,train
mowing lawn,VTvMy8w-vf0,6,16,train
salsa dancing,VTy-tju0ICc,246,256,train
bouncing on trampoline,VUBmP8mcH6U,434,444,train
swinging legs,VUDd_eMHt3A,0,10,train
picking fruit,VUL4I3891U8,74,84,train
stretching arm,VULt--bcWd0,503,513,train
playing cello,VUOEHW_OrI4,53,63,train
playing basketball,VUPx9TcjlIg,3,13,train
gymnastics tumbling,VUSoppUGAUA,1,11,train
faceplanting,VUWsiBzz_lA,1,11,train
front raises,VUbIqwROAns,4,14,train
sniffing,VUfsIUAO3uM,19,29,train
playing piano,VUiHu-JkXOc,30,40,train
opening bottle,VUoUtZOGUFc,18,28,train
tasting food,VUqvXQUgGOA,43,53,train
situp,VUtBBVV8k5A,20,30,train
disc golfing,VUvUml52L7k,329,339,train
jetskiing,VV0KA_f-_rc,72,82,train
laughing,VV7rc7-x8bY,111,121,train
swimming backstroke,VV9xflC0z-Y,264,274,train
playing saxophone,VVFYqeM8bT0,259,269,train
playing chess,VVM6NitDWms,34,44,train
stretching arm,VVMK2IVCC98,48,58,train
waxing legs,VVN3JWn9rV4,348,358,train
playing accordion,VVN62TYoPhM,73,83,train
playing didgeridoo,VVRsy2SjqCA,69,79,train
watering plants,VVVn4OnVBQA,49,59,train
surfing crowd,VVWDXzbM_4Y,7,17,train
front raises,VVjh9ZB1pZU,5,15,train
juggling balls,VVnlvAarDVw,58,68,train
playing accordion,VVqvdpsoobI,31,41,train
cleaning gutters,VVrVYsMjF-Y,98,108,train
ski jumping,VVs2KEm1iI4,18,28,train
playing didgeridoo,VVsIbLuOHY8,0,10,train
extinguishing fire,VVwHmACIyQY,58,68,train
riding or walking with horse,VVyFST01Tiw,3,13,train
opening present,VW0bjKlTXLQ,2,12,train
swimming backstroke,VW1b1C_Asqw,7,17,train
tying knot (not on a tie),VW75tnmyiP0,33,43,train
playing recorder,VW7M3kzZTKs,48,58,train
playing bagpipes,VWEgaytDGSU,44,54,train
salsa dancing,VWID-qkTxtw,102,112,train
playing piano,VWJTfRlfAH0,22,32,train
playing cymbals,VWJWRfgyPmE,53,63,train
riding unicycle,VWKzSHJM8p8,217,227,train
somersaulting,VWTp-XXbKDY,3,13,train
crossing river,VWUS-tnY-Rc,4,14,train
situp,VWViwxrHt2s,5,15,train
dying hair,VWY-w5-dR0A,92,102,train
exercising arm,VWY9bnHRGOY,161,171,train
opening bottle,VWYJf4BFOrs,9,19,train
water skiing,VWZeHYlacJ8,50,60,train
catching or throwing softball,VWd0LzWOIsM,0,10,train
riding unicycle,VWkxVXanJ8s,128,138,train
playing poker,VWlZdN5xhTk,56,66,train
surfing water,VWsGiBQrYrY,78,88,train
skiing (not slalom or crosscountry),VWwYvFHBdc4,41,51,train
cleaning floor,VWz2tyGjkiU,112,122,train
opening bottle,VX9KYQzZYSY,4,14,train
opening present,VXBy1eewONI,87,97,train
hammer throw,VXDcx7bH-zU,3,13,train
dribbling basketball,VXJtWXERhxE,8,18,train
throwing ball,VXRavH0kL58,51,61,train
riding scooter,VXjZvNvWcuY,2,12,train
cracking neck,VXsKZwaNb6U,0,10,train
strumming guitar,VXtOY8TOgek,2,12,train
salsa dancing,VXxwXcj8pfQ,157,167,train
massaging back,VXzZDKaI7g0,247,257,train
golf driving,VY4zbHL6xzE,7,17,train
spray painting,VY5uS9iwuiQ,84,94,train
capoeira,VY851RVGGE0,70,80,train
canoeing or kayaking,VYBNXg0Tm2I,55,65,train
ski jumping,VYBnOMV-IEI,26,36,train
riding scooter,VYGzURV_KpA,18,28,train
situp,VYItgvZaHjg,2,12,train
milking cow,VYL4NpiH2Sc,7,17,train
riding unicycle,VYLM9mGS8DM,35,45,train
water skiing,VYMZY1EgmNc,76,86,train
capoeira,VYORP9My6fI,37,47,train
capoeira,VYPgiYaT3aY,21,31,train
presenting weather forecast,VYXN3i_HF50,188,198,train
playing saxophone,VYZIpdEafzI,111,121,train
riding mechanical bull,VYdPN0cP-6c,58,68,train
playing accordion,VYk2w4_xXC8,9,19,train
jetskiing,VYknZOILUjU,23,33,train
clay pottery making,VYnEeP6w-JQ,8,18,train
situp,VYxjRSbHo4Y,108,118,train
playing saxophone,VZ4jGPAMjQs,15,25,train
eating ice cream,VZ5Gwbjvvg0,0,10,train
singing,VZ9P1fU-_Ds,179,189,train
javelin throw,VZADcDVuH-E,39,49,train
cleaning floor,VZElg7GcidM,5,15,train
tapping guitar,VZFhdgYY-Vg,390,400,train
playing badminton,VZLIBZN466c,15,25,train
hugging,VZV24NxXsb4,49,59,train
tap dancing,VZYwdU_O2os,33,43,train
mowing lawn,VZZA0Qnp1Uc,0,10,train
throwing ball,VZbirPGZncA,21,31,train
riding mountain bike,VZmVgmL4Gbk,3,13,train
juggling balls,V_CE-J0DdH8,118,128,train
drinking beer,V_DfDp2movI,14,24,train
disc golfing,V_IHLJnyAVc,428,438,train
stretching arm,V_IcI9RM4I8,15,25,train
shaving head,V_K1btlv81Q,29,39,train
riding or walking with horse,V_Lc1OH5cWo,44,54,train
feeding birds,V_MG2EpmAaA,0,10,train
ice climbing,V_MoxD8zbs0,17,27,train
high jump,V_bOrL2itqI,19,29,train
clean and jerk,V_kOkk76Nu8,22,32,train
shoveling snow,V_w2Fqm9crM,116,126,train
roller skating,Va01nnAYtuw,438,448,train
picking fruit,Va5eVZgxsK8,219,229,train
shoveling snow,Va6VCbEnbBg,57,67,train
salsa dancing,VaNOo-5Pc_8,18,28,train
using computer,VaPx-YUorwU,39,49,train
riding scooter,VaRsbHVblr0,4,14,train
skiing (not slalom or crosscountry),VaU0xU9J0Uc,137,147,train
dancing macarena,VaV9PySXUs4,3,13,train
shoveling snow,VaeUi7QHmGU,32,42,train
shoveling snow,VahsKRNLFKM,280,290,train
getting a tattoo,VaifpRIszkQ,1,11,train
pole vault,Van3XW15S14,14,24,train
shot put,VanvWPpQNkQ,6,16,train
krumping,Var3yllDR90,3,13,train
riding mountain bike,Vb93idPyp8o,148,158,train
slacklining,VbG7uls34Sc,35,45,train
knitting,VbIhL-f_MSs,296,306,train
breakdancing,VbIhWc0vys0,106,116,train
dunking basketball,VbOVDr4C9yA,1,11,train
smoking hookah,VbScg7DNOlc,13,23,train
krumping,VbcRX2r50rI,18,28,train
slacklining,VbiheVY9wnA,5,15,train
passing American football (in game),VbkSbnmz1k4,2,12,train
dunking basketball,Vbl0oRUnf2A,38,48,train
water skiing,Vbp4HrQS9UQ,7,17,train
cleaning floor,Vbro3qzkSlA,6,16,train
finger snapping,Vbv7GuEOcpc,8,18,train
scuba diving,VbyILV6ejzQ,94,104,train
playing poker,Vc-JizjGEoY,13,23,train
clean and jerk,Vc59_Tcl4YI,8,18,train
crossing river,VcElrrQnexs,31,41,train
celebrating,VcIxRIjjP0M,38,48,train
swinging legs,VcNloVByYFE,2,12,train
ironing,VcOZhogC8Hs,36,46,train
dunking basketball,VcTOLRo3nV8,22,32,train
snowboarding,VcZKzmclM2M,135,145,train
busking,Vcb6jjLdrQQ,126,136,train
brush painting,Vcg3AGtkhiA,139,149,train
playing monopoly,VcqaIcwnSZs,4,14,train
milking cow,VcskV9AOySE,165,175,train
making pizza,Vd1F0f5rg38,389,399,train
side kick,Vd5YAsfFOvM,12,22,train
juggling balls,VdDHPh0qQJI,76,86,train
smoking hookah,VdWecoPdlmE,20,30,train
hugging,VdZ4KuaoKBY,36,46,train
shoveling snow,VdfifcKd_Ik,10,20,train
cracking neck,Vdh6IjDc82s,260,270,train
smoking hookah,VdhgPUobexA,34,44,train
shaking head,VdhihXZyQeA,1,11,train
roller skating,VdjXrX46SZg,11,21,train
clay pottery making,Vdr0S5xn3Rc,149,159,train
capoeira,VdtCyxoRh1I,35,45,train
bouncing on trampoline,VdwBXUsPI14,123,133,train
snatch weight lifting,Vdxb97Z8Hak,8,18,train
driving tractor,VdxuQ2YXH1Y,11,21,train
snatch weight lifting,VdypLaZs5Hk,43,53,train
eating ice cream,Ve0-WxFhST4,7,17,train
riding unicycle,Ve12L31i0QY,200,210,train
watering plants,Ve4hiEBR67s,32,42,train
drinking,Ve8fZmheOI8,90,100,train
picking fruit,VeAN6sM46wc,168,178,train
smoking,VeGIbsWNUDs,127,137,train
using segway,VeH6KrDEoYs,40,50,train
applying cream,VeQQ-lRkgXk,72,82,train
shearing sheep,VeSPUasOkKE,645,655,train
playing didgeridoo,VeTNRO23Znc,27,37,train
front raises,VeWrbK0SfNQ,0,10,train
capoeira,VeZamP8daRg,13,23,train
opening bottle,VeaZhYz9LTU,103,113,train
crossing river,VehZ5Ukzq0s,117,127,train
shaking head,Vem2hHVkpUk,1185,1195,train
smoking hookah,VemUIUGvsIY,322,332,train
cleaning floor,VestluV1YeU,22,32,train
salsa dancing,VeyaLzJ7ToQ,176,186,train
ski jumping,Vf47j22oQ5g,553,563,train
clay pottery making,Vf8u50sw--o,8,18,train
contact juggling,Vf9nXTv_-nk,151,161,train
making pizza,VfFKFgJjemo,365,375,train
cracking neck,VfGdfghKoKY,6,16,train
crossing river,VfIkymVCEa4,1,11,train
skiing (not slalom or crosscountry),VfOwXWePsxg,128,138,train
shot put,VfZSTmW0elk,2,12,train
juggling balls,Vf_ycA8GQ4o,8,18,train
tying knot (not on a tie),VfkxDO0XLZo,29,39,train
playing saxophone,Vfmfgo-MZdM,2,12,train
smoking hookah,Vfn9qsMfK_s,0,10,train
riding mechanical bull,VftRU5JKqtI,0,10,train
motorcycling,VftaP4Jm_rU,44,54,train
playing drums,VfuY09F-0Fs,260,270,train
drinking beer,Vfv90x8JT9Y,17,27,train
playing saxophone,VfxdEfu74qQ,10,20,train
high kick,Vg10o8AN7Wo,122,132,train
folding paper,Vg1C4R6AVws,147,157,train
massaging legs,Vg1y2d309G4,14,24,train
crossing river,VgHqHu999xI,3,13,train
high jump,VgIyoiyM2DI,1,11,train
bouncing on trampoline,VgJ68xxd81U,128,138,train
riding scooter,Vgd2ICNFrKA,1,11,train
hopscotch,VgqT5qkBakM,135,145,train
playing accordion,VgrY0fNDi_8,0,10,train
situp,VgxR366Q6ng,0,10,train
knitting,Vgy5udRp7tQ,105,115,train
tapping guitar,Vh-KEFKChvs,47,57,train
bobsledding,Vh792Id7VVI,296,306,train
playing squash or racquetball,VhA5FcGKS1g,19,29,train
scrambling eggs,VhMVL6_0R_s,13,23,train
feeding birds,VhMp4fvHfMA,9,19,train
krumping,VhNSidFNmk4,125,135,train
tap dancing,VhRL-_UWJeU,60,70,train
playing xylophone,VhTSossvL4U,9,19,train
gymnastics tumbling,VhY_9ty3fh0,0,10,train
canoeing or kayaking,VhYbuytKMvY,97,107,train
jumpstyle dancing,VhZu5qBpaII,45,55,train
testifying,Vh_VJ8NGyas,129,139,train
riding unicycle,VhdwUTTXOOU,10,20,train
archery,Vhgr3sV8yP4,0,10,train
picking fruit,VhlVs8japPc,197,207,train
playing bagpipes,VhmO4zXmarw,18,28,train
folding paper,VhngQunbvdU,198,208,train
roller skating,VhvrR8QGYuk,57,67,train
hugging,VhygvtSpQoc,123,133,train
mowing lawn,VhzPqd0Su5I,20,30,train
playing bagpipes,Vi184qCQ-J8,3,13,train
clay pottery making,Vi2E1fAD2O8,4,14,train
juggling fire,Vi3i4gPwGqE,3,13,train
blowing out candles,Vi3tDFwU4i8,24,34,train
shot put,Vi4X_lTg1Uo,1,11,train
playing organ,Vi5M0z7VyOo,153,163,train
slacklining,Vi7IlnZtrIg,389,399,train
passing American football (in game),ViAWGa3sKUY,0,10,train
slacklining,ViBf3olPfPU,15,25,train
playing bass guitar,ViCM_1M3FP0,245,255,train
bouncing on trampoline,ViEUyc0lzxo,17,27,train
shaking head,ViEwMOb3xmE,1,11,train
hurling (sport),ViO8wOtCiGU,187,197,train
shoveling snow,ViRkeI9VNOo,215,225,train
brush painting,ViULUWFpLok,0,10,train
sweeping floor,ViWJinbYY3k,9,19,train
tasting beer,ViYyPQYSe0U,80,90,train
front raises,ViZqOZYUDs0,16,26,train
playing organ,ViaUjNQDWWo,261,271,train
juggling balls,VibEoI77Jq8,29,39,train
motorcycling,VigsQT3TykU,54,64,train
playing piano,VihZbXo3clM,62,72,train
knitting,VikrkhACHQk,35,45,train
bouncing on trampoline,Vilg6zYiO8g,81,91,train
shot put,VioVoc-jOG8,15,25,train
cleaning floor,VitbeA6Fli8,9,19,train
fixing hair,ViuyIbXI8mY,33,43,train
salsa dancing,Viv3hAGMddY,3,13,train
snatch weight lifting,Vivh6k9wZ5I,51,61,train
breakdancing,VivngswWPTc,25,35,train
snatch weight lifting,ViwCC14O5lE,4,14,train
tying knot (not on a tie),Vj6EBDhjV-E,1,11,train
dunking basketball,VjGKjamlsjk,15,25,train
breakdancing,VjKuhQE9zt0,4,14,train
bouncing on trampoline,VjanLlhvp-k,3,13,train
clean and jerk,VjbwNpDBX5Q,5,15,train
clean and jerk,VjcHgHKnFZc,5,15,train
roller skating,VjcbUpjIf44,67,77,train
side kick,Vjdkoa832QQ,25,35,train
playing cards,VjhA4L2OqM4,51,61,train
mowing lawn,VjnLkvuoiB4,2,12,train
playing organ,VjrNeYsUGs8,114,124,train
crossing river,VjwCjMwcnXw,2,12,train
salsa dancing,VjwLJb3GzZ8,108,118,train
busking,VjwWs4J-Eh4,114,124,train
yoga,VjyANj6rntg,96,106,train
front raises,VjzAehIO36I,17,27,train
smoking hookah,VjzCjl0witg,0,10,train
situp,Vk1jbawayIs,18,28,train
motorcycling,VkBL_CnhmtU,45,55,train
playing trumpet,VkBz7K1bFGY,28,38,train
picking fruit,VkCK2SEmBCg,31,41,train
brush painting,VkCvGpn_FV4,109,119,train
krumping,VkDeFmJAcME,69,79,train
playing organ,VkESMfbzeCY,219,229,train
skiing (not slalom or crosscountry),VkEUHc3c3i0,180,190,train
breakdancing,VkFLiXhvWyk,66,76,train
strumming guitar,VkNf4RzfPdw,46,56,train
doing aerobics,VkPAq2T_Xa0,11,21,train
balloon blowing,VkW84ntKIKM,33,43,train
catching or throwing softball,VkWu1lHIPUk,4,14,train
tap dancing,VkaWVPjc6AQ,271,281,train
hurdling,VkcNVt3ILdU,6,16,train
using computer,Vkf-L_IEB1w,11,21,train
roller skating,VkkIKPNagik,58,68,train
shooting goal (soccer),Vkq0GkLItEc,4,14,train
drinking,VkroDbNkXpg,3,13,train
mowing lawn,Vkzm8xIa3f0,26,36,train
riding scooter,Vl5_k84N6zM,24,34,train
celebrating,Vl6hTWZYgDg,437,447,train
playing cymbals,Vl9R7sQVDSI,38,48,train
doing aerobics,VlIkGKdeLp0,226,236,train
playing squash or racquetball,Vlj9AOEP6_c,12,22,train
feeding birds,VlqcZ7_OrPI,76,86,train
playing flute,Vlse2W5-oyg,226,236,train
motorcycling,Vlt6O0WKhe4,16,26,train
news anchoring,VlxxJbvL1Zc,117,127,train
motorcycling,VlyQp2nztVo,38,48,train
front raises,Vm8pGoMUhsM,2,12,train
plastering,VmAEhHTrpOA,17,27,train
dancing charleston,VmFHBQZTZa0,27,37,train
tying tie,VmFYDWaU8-I,80,90,train
swimming breast stroke,VmHCOZLPSa4,75,85,train
crying,VmHV4Z6t8-0,7,17,train
eating ice cream,VmHl6OSjHQE,51,61,train
opening present,VmJcRV3VQjw,0,10,train
shot put,VmJgiT1dO6g,4,14,train
cooking egg,VmLs4G6Mhhw,518,528,train
unboxing,VmM3NvZ8cHI,116,126,train
somersaulting,VmNBt1tzC6k,40,50,train
playing squash or racquetball,VmN_OgUFW3I,32,42,train
side kick,VmTEt63ibdo,0,10,train
riding mechanical bull,VmTVZbqng2w,98,108,train
smoking hookah,VmZ5f5372cI,44,54,train
playing badminton,VmpsDZz-YIE,6,16,train
smoking hookah,VmsGAX3-D6I,69,79,train
motorcycling,Vn-1TBIoFMY,12,22,train
playing saxophone,Vn0TZ1ygGQo,3,13,train
playing saxophone,Vn4oJ3z22Es,56,66,train
mowing lawn,VnCLMX89O8w,778,788,train
drinking,VnF_JNIWdaQ,329,339,train
ski jumping,VnHeczPC22Y,1,11,train
shaking head,VnKbw_xkR5o,0,10,train
crossing river,VnW20XCEX-Y,26,36,train
motorcycling,Vn_x-5C5qag,166,176,train
shearing sheep,Vnd1-ZDLSug,25,35,train
situp,VndDWO5Zkas,105,115,train
opening bottle,VndZa2F4BrE,112,122,train
using computer,VndhXBreG-Y,139,149,train
playing trumpet,Vnj_oy9YuS4,0,10,train
trimming or shaving beard,VnlFkpwfO4w,133,143,train
shining shoes,Vo0L_CzhTuM,21,31,train
playing poker,Vo0RZ8qXs3E,283,293,train
shearing sheep,Vo3yuc53XV0,1,11,train
somersaulting,VoNC3bzq7j8,26,36,train
massaging back,VoRH-Q3qj_g,79,89,train
side kick,VoSL33Xu6ik,11,21,train
shoveling snow,VoSdehx3JhM,45,55,train
shoveling snow,VoWpT5Yuy1w,23,33,train
riding or walking with horse,VobU8aVc_AI,162,172,train
salsa dancing,VobolceMHco,123,133,train
clean and jerk,VocJ0mlVAD8,4,14,train
playing cymbals,VoeByJBrn5U,99,109,train
opening bottle,VoqZ7fHCfbE,3,13,train
playing accordion,VotFmUr2NWc,180,190,train
laughing,VpBB9SHTqKI,25,35,train
triple jump,VpC8w8RUGR0,1,11,train
ski jumping,VpHmbCxb6os,7,17,train
high jump,VpK7EcLUsoY,28,38,train
riding unicycle,VpKtgP_FM98,11,21,train
hitting baseball,VpN07FU7NM8,76,86,train
playing cymbals,VpPVJcx25DU,36,46,train
cooking egg,Vph53if0tGU,251,261,train
shearing sheep,VptRUV4NMXA,68,78,train
making pizza,VptsSyFOlz4,21,31,train
driving tractor,VpuXPRzIIhM,17,27,train
riding unicycle,Vpw6xlH1F0E,35,45,train
opening present,VpzhscntW9o,116,126,train
golf putting,Vq-6UT8ERtc,111,121,train
tying knot (not on a tie),Vq-AklM2Q-c,78,88,train
exercising with an exercise ball,Vq4WpolgznI,2,12,train
knitting,Vq59wmMRFCQ,15,25,train
playing drums,Vq75XkVJH0I,153,163,train
opening bottle,Vq7bz582qUY,15,25,train
drinking,VqAdgxVDSpA,137,147,train
presenting weather forecast,VqCj85kfPvE,4,14,train
playing cymbals,VqE2Y8IGHNA,21,31,train
hammer throw,VqErdCR18Ug,11,21,train
shearing sheep,VqRXbtvZVnY,73,83,train
high jump,VqUkNmPxLyo,6,16,train
swimming butterfly stroke,Vq_QUQt4H4s,7,17,train
roller skating,Vq_jP6A07hs,2,12,train
capoeira,VqdJ-stTHdk,84,94,train
capoeira,VqiUbfZKyHc,33,43,train
lunge,VqjlK219YM0,23,33,train
golf driving,VqjtxlwBexI,7,17,train
celebrating,VqkUrEyWbaY,192,202,train
clay pottery making,Vqm5J4geB-A,16,26,train
making pizza,VqoT5DCYey0,163,173,train
skiing (not slalom or crosscountry),VqpstwAnjQQ,175,185,train
swimming butterfly stroke,VqthXja77DM,29,39,train
playing flute,Vr4p4PFDHoQ,3,13,train
playing poker,Vr5OQUbhCq0,84,94,train
jumpstyle dancing,Vr5zYp2JIu0,137,147,train
jetskiing,Vr76hp4PI1Q,6,16,train
salsa dancing,VrB2u1CQMHQ,131,141,train
ski jumping,VrDzraREMok,66,76,train
skiing (not slalom or crosscountry),VrFPFxHIpm8,51,61,train
canoeing or kayaking,VrFRJX2qhaM,67,77,train
contact juggling,VrLEv-NEnBI,92,102,train
dancing macarena,VrLOtsZCBb8,35,45,train
skiing (not slalom or crosscountry),VrOuZ8OjB_g,69,79,train
motorcycling,VrSrpf4h2PU,73,83,train
shoveling snow,VrT8zyx0moI,4,14,train
tap dancing,VrUwXMvipUQ,33,43,train
driving tractor,VrVCzJjG6QI,98,108,train
playing saxophone,VrYTf8butx0,106,116,train
javelin throw,VrcSeCsopyo,5,15,train
playing bagpipes,Vre7Xp1-UKY,50,60,train
celebrating,Vrg4ipNrsVE,13,23,train
motorcycling,VroCuSsHP9w,66,76,train
shoveling snow,VrrK-F7SVWQ,4,14,train
surfing water,VrscVzKzFSU,15,25,train
playing didgeridoo,VrwFdquuZBY,24,34,train
driving car,VrwhOtPbp2A,15,25,train
playing drums,VrzwuL90LoA,2,12,train
playing bagpipes,Vs5vr1zG1Ic,0,10,train
washing feet,Vs7_1Fg67nw,58,68,train
dancing macarena,Vs8H8lzCoZ0,11,21,train
playing piano,VsNvrwnr_70,3,13,train
jumpstyle dancing,VsOKq2XisFc,34,44,train
swinging legs,VsQPaHC0va4,2,12,train
triple jump,VsQPfb2lZbw,9,19,train
riding elephant,VsUpMhmoUTY,46,56,train
playing drums,Vs_cNvy5i8k,61,71,train
playing trumpet,Vs_masET_ts,8,18,train
crossing river,Vss-KIgXfSs,0,10,train
playing harp,Vsso8IgdEU0,95,105,train
shot put,VsugvLZlf20,3,13,train
pole vault,VsxCn1l5NI8,35,45,train
drinking beer,VsxuCXBeZ0Q,0,10,train
bouncing on trampoline,Vt0A920pP_8,64,74,train
ice fishing,Vt0sADx9QJU,82,92,train
feeding birds,Vt218QPfL5I,4,14,train
riding mountain bike,Vt3sXB5S0wI,45,55,train
celebrating,VtQKVERBW7M,66,76,train
squat,VtSmOGvJUwY,56,66,train
riding unicycle,VtZFzzwTr4s,13,23,train
dunking basketball,VtaDpFQ7s-Y,6,16,train
shoveling snow,VtcdkI3AZkM,43,53,train
tap dancing,Vtcp2B8WHMU,24,34,train
brush painting,VtdDDTD_ULk,199,209,train
dribbling basketball,Vtop6noy9Cs,114,124,train
vault,VtsrCJZsabg,3,13,train
snatch weight lifting,VttIftdR2d8,13,23,train
scuba diving,VtttAnq6q-E,353,363,train
smoking hookah,Vu1TwXXJO4U,1,11,train
swimming breast stroke,Vu1ghn6I54A,7,17,train
waxing legs,Vu4GQ3OTjhA,66,76,train
capoeira,Vu4cb5u6Cmo,25,35,train
tapping pen,VuAZTep1NcM,15,25,train
sword fighting,VuGkUl1vTZo,109,119,train
picking fruit,VuIKKXRTwJE,231,241,train
playing saxophone,VuIjzoVlcaY,0,10,train
trapezing,VuL3kXH1mcE,1,11,train
feeding goats,VuLGG9caIio,169,179,train
krumping,VuNpiWWcP70,19,29,train
playing guitar,VuPscDBzjKw,86,96,train
hammer throw,VuRpEuY9T8w,9,19,train
water skiing,VufciQ5A5rY,11,21,train
peeling apples,Vufw7Xwa4_8,2,12,train
balloon blowing,VuhqjdxnopQ,175,185,train
skiing (not slalom or crosscountry),VukShR1XGDI,122,132,train
riding mule,VusmX_A020c,0,10,train
tying knot (not on a tie),VuxVmrWedtM,2,12,train
shot put,VuyoDHsRxeU,0,10,train
ski jumping,Vv-dXdAMnMo,5,15,train
getting a tattoo,Vv0AG0pQm4c,1,11,train
cleaning toilet,VvA_yQJJLvQ,7,17,train
opening present,VvBd6JpLr28,598,608,train
climbing tree,VvD251HVrDY,24,34,train
capoeira,VvEDuPnLjTo,54,64,train
cooking egg,VvJB223pZ6E,46,56,train
shaking head,VvMXOYxQwrU,19,29,train
salsa dancing,VvbjmB4ss34,94,104,train
riding unicycle,VvfFLnH4bqU,20,30,train
dribbling basketball,VvgC5z3TGWE,5,15,train
strumming guitar,Vvk13XYvPFE,10,20,train
playing badminton,VvvRRXjZb78,274,284,train
playing keyboard,VvvsXzwvk3o,38,48,train
clean and jerk,Vvx2BT8J22k,2,12,train
clean and jerk,Vw3TnMHoSz0,24,34,train
sniffing,Vw6zyYyJ0Cw,0,10,train
dining,VwIufyGuvIs,310,320,train
drinking,VwMgCJ5-ysQ,92,102,train
vault,VwNrmFJgfVY,0,10,train
situp,VwOA54ki6CQ,0,10,train
snatch weight lifting,VwPPim0Za14,105,115,train
motorcycling,VwRzJYe9NPI,489,499,train
punching bag,VwTG0EHJBlc,5,15,train
playing trumpet,VwXnPwv4Ho0,94,104,train
bobsledding,VwY7meqDaXc,2993,3003,train
passing American football (in game),Vwc53iMAwZw,5,15,train
playing accordion,Vwhc2xbq4_U,67,77,train
assembling computer,VwnfhtYPFvc,167,177,train
riding or walking with horse,VwpLNNGxB0s,31,41,train
tapping pen,VwuU_whFqbI,69,79,train
salsa dancing,Vx7PeXfm44s,34,44,train
clean and jerk,Vx9s1J9TDpw,33,43,train
dancing macarena,VxKibVsXZ5s,1,11,train
playing recorder,VxNnoWEFbY8,9,19,train
high jump,VxQRLxwBVBU,0,10,train
high jump,VxQcnJak2Hk,3,13,train
shot put,VxSWBxrN2Vo,3,13,train
driving tractor,VxTKHuAOQhc,5,15,train
ski jumping,VxZxQGOPi7s,1,11,train
lunge,Vxhw83e4lOI,18,28,train
gymnastics tumbling,VxiMY6f6-Vg,4,14,train
opening present,VxoCOEmIIpk,146,156,train
snowboarding,Vxvj6eJSjgI,274,284,train
swimming breast stroke,Vxw5_vSRoTg,57,67,train
skiing slalom,Vy14ZYvQSaE,137,147,train
bouncing on trampoline,Vy1MUVaMsBk,359,369,train
playing accordion,Vy5qYL_S1Ms,1,11,train
push up,Vy5vq0vnkxQ,8,18,train
clean and jerk,Vy6l3eJ4FDw,4,14,train
picking fruit,Vy9ucXKeHp4,101,111,train
playing drums,VyGaOWsg7Yg,3,13,train
playing trumpet,VyNAmELaN64,2,12,train
ice skating,VyWJ6s7GFlo,150,160,train
finger snapping,VyYP8gWriqs,2,12,train
shearing sheep,Vy_dXie58Ts,209,219,train
situp,VyfNHSkaZuA,5,15,train
whistling,Vyjqq0YVtA0,5,15,train
crawling baby,VytRa2fs-ZU,19,29,train
breakdancing,VyuH5HRrNRg,338,348,train
front raises,VyuH9oWRJZc,3,13,train
